Fund Holdings as of,"09/Jan/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"INVH","INVITATION HOMES INC","Real Estate","Equity","24,254,496.00","0.02","24,254,496.00","915,264.00","26.50","United States","New York Stock Exchange Inc.","USD"
"ORG","ORIGIN ENERGY LTD","Utilities","Equity","24,154,544.91","0.02","24,154,544.91","3,182,578.00","7.59","Australia","Asx - All Markets","AUD"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","24,164,276.61","0.02","24,164,276.61","615,610.00","39.25","Japan","Tokyo Stock Exchange","JPY"
"CG","CARLYLE GROUP INC","Financials","Equity","24,104,369.92","0.02","24,104,369.92","368,512.00","65.41","United States","NASDAQ","USD"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","23,959,134.46","0.02","23,959,134.46","189,986.00","126.11","United States","New York Stock Exchange Inc.","USD"
"MAS","MASCO CORP","Industrials","Equity","23,950,891.84","0.02","23,950,891.84","345,512.00","69.32","United States","New York Stock Exchange Inc.","USD"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","23,884,238.89","0.02","23,884,238.89","175,891.00","135.79","United States","NASDAQ","USD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","23,870,453.90","0.02","23,870,453.90","1,024,483.00","23.30","United States","New York Stock Exchange Inc.","USD"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","23,850,124.62","0.02","23,850,124.62","258,594.00","92.23","United States","NASDAQ","USD"
"9735","SECOM LTD","Industrials","Equity","23,600,892.77","0.02","23,600,892.77","658,186.00","35.86","Japan","Tokyo Stock Exchange","JPY"
"8473","SBI HOLDINGS INC","Financials","Equity","23,558,137.77","0.02","23,558,137.77","1,046,200.00","22.52","Japan","Tokyo Stock Exchange","JPY"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","23,547,029.76","0.02","23,547,029.76","338,766.00","69.51","Canada","Toronto Stock Exchange","CAD"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","23,455,040.23","0.02","23,455,040.23","281,957.00","83.19","Germany","Xetra","EUR"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","23,346,115.10","0.02","23,346,115.10","93,005.00","251.02","United States","New York Stock Exchange Inc.","USD"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","23,329,623.99","0.02","23,329,623.99","1,058,718.00","22.04","New Zealand","New Zealand Exchange Ltd","NZD"
"RTO","RENTOKIL INITIAL PLC","Industrials","Equity","23,182,090.49","0.02","23,182,090.49","3,664,874.00","6.33","United Kingdom","London Stock Exchange","GBP"
"4507","SHIONOGI LTD","Health Care","Equity","23,143,310.59","0.02","23,143,310.59","1,256,880.00","18.41","Japan","Tokyo Stock Exchange","JPY"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","23,101,291.89","0.02","23,101,291.89","159.00","145,291.14","Switzerland","SIX Swiss Exchange","CHF"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","23,102,789.49","0.02","23,102,789.49","231,051.00","99.99","United States","New York Stock Exchange Inc.","USD"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","23,086,994.74","0.02","23,086,994.74","410,150.00","56.29","Canada","Toronto Stock Exchange","CAD"
"IONQ","IONQ INC","Information Technology","Equity","23,043,947.25","0.02","23,043,947.25","466,005.00","49.45","United States","New York Stock Exchange Inc.","USD"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","23,018,677.70","0.02","23,018,677.70","238,446.00","96.54","Switzerland","SIX Swiss Exchange","CHF"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","22,914,174.96","0.02","22,914,174.96","629,460.00","36.40","Canada","Toronto Stock Exchange","CAD"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","22,721,835.45","0.02","22,721,835.45","207,118.00","109.71","France","Nyse Euronext - Euronext Paris","EUR"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","22,705,253.20","0.02","22,705,253.20","274,882.00","82.60","United States","New York Stock Exchange Inc.","USD"
"LUN","LUNDIN MINING CORP","Materials","Equity","22,675,079.43","0.02","22,675,079.43","960,458.00","23.61","Canada","Toronto Stock Exchange","CAD"
"9101","NIPPON YUSEN","Industrials","Equity","22,642,705.94","0.02","22,642,705.94","677,800.00","33.41","Japan","Tokyo Stock Exchange","JPY"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","22,569,468.25","0.02","22,569,468.25","641,725.00","35.17","United States","NASDAQ","USD"
"2502","ASAHI GROUP HOLDINGS LTD","Consumer Staples","Equity","22,553,978.34","0.02","22,553,978.34","2,151,486.00","10.48","Japan","Tokyo Stock Exchange","JPY"
"9532","OSAKA GAS LTD","Utilities","Equity","22,563,293.43","0.02","22,563,293.43","653,611.00","34.52","Japan","Tokyo Stock Exchange","JPY"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","22,352,877.82","0.02","22,352,877.82","201,341.00","111.02","United States","New York Stock Exchange Inc.","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","22,297,281.30","0.02","22,297,281.30","405,774.00","54.95","United States","New York Stock Exchange Inc.","USD"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","22,273,002.20","0.02","22,273,002.20","178,670.00","124.66","United States","New York Stock Exchange Inc.","USD"
"EMA","EMERA INC","Utilities","Equity","22,250,289.23","0.02","22,250,289.23","454,529.00","48.95","Canada","Toronto Stock Exchange","CAD"
"GGG","GRACO INC","Industrials","Equity","22,241,883.15","0.02","22,241,883.15","258,777.00","85.95","United States","New York Stock Exchange Inc.","USD"
"7733","OLYMPUS CORP","Health Care","Equity","22,224,197.62","0.02","22,224,197.62","1,682,400.00","13.21","Japan","Tokyo Stock Exchange","JPY"
"SPSN","SWISS PRIME SITE AG","Real Estate","Equity","22,210,850.90","0.02","22,210,850.90","141,112.00","157.40","Switzerland","SIX Swiss Exchange","CHF"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","22,169,147.94","0.02","22,169,147.94","2,025,529.00","10.94","Italy","Borsa Italiana","EUR"
"EG","EVEREST GROUP LTD","Financials","Equity","22,156,470.00","0.02","22,156,470.00","66,500.00","333.18","United States","New York Stock Exchange Inc.","USD"
"SCHP","SCHINDLER HOLDING PAR AG","Industrials","Equity","22,129,091.93","0.02","22,129,091.93","57,937.00","381.95","Switzerland","SIX Swiss Exchange","CHF"
"6988","NITTO DENKO CORP","Materials","Equity","22,003,145.84","0.02","22,003,145.84","956,955.00","22.99","Japan","Tokyo Stock Exchange","JPY"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","21,954,582.51","0.02","21,954,582.51","4,607,795.00","4.76","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","21,946,182.72","0.02","21,946,182.72","314,776.00","69.72","United States","NASDAQ","USD"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","21,912,016.00","0.02","21,912,016.00","329,504.00","66.50","United States","New York Stock Exchange Inc.","USD"
"6326","KUBOTA CORP","Industrials","Equity","21,860,071.84","0.02","21,860,071.84","1,455,571.00","15.02","Japan","Tokyo Stock Exchange","JPY"
"NDSN","NORDSON CORP","Industrials","Equity","21,837,469.56","0.02","21,837,469.56","83,598.00","261.22","United States","NASDAQ","USD"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","21,819,337.32","0.02","21,819,337.32","309,012.00","70.61","United States","New York Stock Exchange Inc.","USD"
"CRWV","COREWEAVE INC CLASS A","Information Technology","Equity","21,756,246.92","0.02","21,756,246.92","271,478.00","80.14","United States","NASDAQ","USD"
"PST","POSTE ITALIANE","Financials","Equity","21,732,965.42","0.02","21,732,965.42","844,766.00","25.73","Italy","Borsa Italiana","EUR"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","21,692,568.19","0.02","21,692,568.19","446,441.00","48.59","United States","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","21,676,411.88","0.02","21,676,411.88","114,593.00","189.16","United States","NASDAQ","USD"
"ALLE","ALLEGION PLC","Industrials","Equity","21,607,997.73","0.02","21,607,997.73","132,817.00","162.69","United States","New York Stock Exchange Inc.","USD"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","21,592,107.18","0.02","21,592,107.18","53,302.00","405.09","United States","NASDAQ","USD"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","21,557,347.56","0.02","21,557,347.56","172,276.00","125.13","Switzerland","SIX Swiss Exchange","CHF"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","21,496,147.16","0.02","21,496,147.16","406,800.00","52.84","United Kingdom","London Stock Exchange","GBP"
"KRZ","KERRY GROUP PLC","Consumer Staples","Equity","21,486,065.63","0.02","21,486,065.63","247,416.00","86.84","Ireland","Irish Stock Exchange - All Market","EUR"
"VACN","VAT GROUP AG","Industrials","Equity","21,330,165.14","0.02","21,330,165.14","38,514.00","553.83","Switzerland","SIX Swiss Exchange","CHF"
"MONC","MONCLER","Consumer Discretionary","Equity","21,295,629.12","0.02","21,295,629.12","338,020.00","63.00","Italy","Borsa Italiana","EUR"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","21,091,287.56","0.02","21,091,287.56","394,156.00","53.51","United States","NASDAQ","USD"
"SUN","SUNCORP GROUP LTD","Financials","Equity","21,031,073.68","0.02","21,031,073.68","1,802,917.00","11.67","Australia","Asx - All Markets","AUD"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","20,939,501.80","0.02","20,939,501.80","2,828,865.00","7.40","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","20,920,420.20","0.02","20,920,420.20","1,817,036.00","11.51","Israel","Tel Aviv Stock Exchange","ILS"
"1802","OBAYASHI CORP","Industrials","Equity","20,901,740.24","0.02","20,901,740.24","964,872.00","21.66","Japan","Tokyo Stock Exchange","JPY"
"CNA","CENTRICA PLC","Utilities","Equity","20,764,392.53","0.02","20,764,392.53","8,551,783.00","2.43","United Kingdom","London Stock Exchange","GBP"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","20,746,723.40","0.02","20,746,723.40","79,955.00","259.48","United States","NASDAQ","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","20,720,153.58","0.02","20,720,153.58","215,431.00","96.18","United States","New York Stock Exchange Inc.","USD"
"SGE","THE SAGE GROUP PLC","Information Technology","Equity","20,709,129.93","0.02","20,709,129.93","1,425,706.00","14.53","United Kingdom","London Stock Exchange","GBP"
"DOCU","DOCUSIGN INC","Information Technology","Equity","20,685,799.82","0.02","20,685,799.82","300,622.00","68.81","United States","NASDAQ","USD"
"IEX","IDEX CORP","Industrials","Equity","20,505,950.07","0.02","20,505,950.07","111,017.00","184.71","United States","New York Stock Exchange Inc.","USD"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","20,498,294.98","0.02","20,498,294.98","1,365,760.00","15.01","Japan","Tokyo Stock Exchange","JPY"
"CLX","CLOROX","Consumer Staples","Equity","20,472,901.05","0.02","20,472,901.05","192,795.00","106.19","United States","New York Stock Exchange Inc.","USD"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","20,426,469.56","0.02","20,426,469.56","1,210,065.00","16.88","United Kingdom","London Stock Exchange","GBP"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","20,415,902.65","0.02","20,415,902.65","94,435.00","216.19","United States","New York Stock Exchange Inc.","USD"
"METSO","METSO CORPORATION","Industrials","Equity","20,417,903.86","0.02","20,417,903.86","1,134,885.00","17.99","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"6361","EBARA CORP","Industrials","Equity","20,352,342.04","0.02","20,352,342.04","728,600.00","27.93","Japan","Tokyo Stock Exchange","JPY"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","20,313,990.63","0.02","20,313,990.63","98,121.00","207.03","United States","New York Stock Exchange Inc.","USD"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Information Technology","Equity","20,299,924.91","0.02","20,299,924.91","115,409.00","175.90","Netherlands","Euronext Amsterdam","EUR"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","20,253,242.42","0.02","20,253,242.42","2,905,900.00","6.97","Singapore","Singapore Exchange","SGD"
"ACM","AECOM","Industrials","Equity","20,217,528.24","0.02","20,217,528.24","203,028.00","99.58","United States","New York Stock Exchange Inc.","USD"
"SRG","SNAM","Utilities","Equity","20,199,409.26","0.02","20,199,409.26","2,947,003.00","6.85","Italy","Borsa Italiana","EUR"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","20,163,462.75","0.02","20,163,462.75","4,157,415.00","4.85","Singapore","NASDAQ","USD"
"STO","SANTOS LTD","Energy","Equity","20,078,139.49","0.02","20,078,139.49","4,886,601.00","4.11","Australia","Asx - All Markets","AUD"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","20,014,669.37","0.01","20,014,669.37","3,735,361.00","5.36","Australia","Asx - All Markets","AUD"
"UU.","UNITED UTILITIES GROUP PLC","Utilities","Equity","19,959,934.48","0.01","19,959,934.48","1,197,660.00","16.67","United Kingdom","London Stock Exchange","GBP"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","19,939,957.70","0.01","19,939,957.70","976,970.00","20.41","United States","New York Stock Exchange Inc.","USD"
"9531","TOKYO GAS LTD","Utilities","Equity","19,943,661.43","0.01","19,943,661.43","504,746.00","39.51","Japan","Tokyo Stock Exchange","JPY"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","19,901,766.21","0.01","19,901,766.21","1,411.00","14,104.72","Switzerland","SIX Swiss Exchange","CHF"
"RO","ROCHE HOLDING AG","Health Care","Equity","19,820,843.54","0.01","19,820,843.54","45,526.00","435.37","Switzerland","SIX Swiss Exchange","CHF"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","19,785,152.60","0.01","19,785,152.60","3,123,580,968.00","0.63","Japan","-","JPY"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","19,766,872.62","0.01","19,766,872.62","89,800.00","220.12","Switzerland","SIX Swiss Exchange","CHF"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","19,703,341.61","0.01","19,703,341.61","4,436,439.00","4.44","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","19,682,318.29","0.01","19,682,318.29","634,800.00","31.01","Japan","Tokyo Stock Exchange","JPY"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","19,689,638.19","0.01","19,689,638.19","885,613.00","22.23","Japan","Tokyo Stock Exchange","JPY"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","19,605,228.96","0.01","19,605,228.96","460,350.00","42.59","Canada","Toronto Stock Exchange","CAD"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","19,580,956.85","0.01","19,580,956.85","581,555.00","33.67","United States","New York Stock Exchange Inc.","USD"
"SOON","SONOVA HOLDING AG","Health Care","Equity","19,552,563.69","0.01","19,552,563.69","74,029.00","264.12","Switzerland","SIX Swiss Exchange","CHF"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","19,483,952.97","0.01","19,483,952.97","2,088,275.00","9.33","Japan","Tokyo Stock Exchange","JPY"
"TLS","TELSTRA GROUP LTD","Communication","Equity","19,485,826.17","0.01","19,485,826.17","6,038,516.00","3.23","Australia","Asx - All Markets","AUD"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","19,359,828.09","0.01","19,359,828.09","26,888,865.00","72.00","Canada","-","CAD"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","19,279,024.62","0.01","19,279,024.62","1,003,071.00","19.22","United States","NASDAQ","USD"
"KOG","KONGSBERG GRUPPEN","Industrials","Equity","19,199,663.03","0.01","19,199,663.03","647,736.00","29.64","Norway","Oslo Bors Asa","NOK"
"3407","ASAHI KASEI CORP","Materials","Equity","19,151,405.00","0.01","19,151,405.00","2,093,856.00","9.15","Japan","Tokyo Stock Exchange","JPY"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","19,132,651.79","0.01","19,132,651.79","3,542,540.00","5.40","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","19,125,223.84","0.01","19,125,223.84","983,422.00","19.45","Sweden","Nasdaq Omx Nordic","SEK"
"6383","DAIFUKU LTD","Industrials","Equity","19,127,161.36","0.01","19,127,161.36","580,600.00","32.94","Japan","Tokyo Stock Exchange","JPY"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","19,098,656.16","0.01","19,098,656.16","255,603.00","74.72","Hong Kong","Singapore Exchange","USD"
"DT","DYNATRACE INC","Information Technology","Equity","19,050,987.48","0.01","19,050,987.48","450,591.00","42.28","United States","New York Stock Exchange Inc.","USD"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","19,036,382.72","0.01","19,036,382.72","299,294.00","63.60","Canada","Toronto Stock Exchange","CAD"
"AGN","AEGON LTD","Financials","Equity","19,004,340.87","0.01","19,004,340.87","2,473,538.00","7.68","Netherlands","Euronext Amsterdam","EUR"
"9766","KONAMI GROUP CORP","Communication","Equity","18,921,026.83","0.01","18,921,026.83","141,773.00","133.46","Japan","Tokyo Stock Exchange","JPY"
"WSO","WATSCO INC","Industrials","Equity","18,921,445.00","0.01","18,921,445.00","50,390.00","375.50","United States","New York Stock Exchange Inc.","USD"
"8795","T&D HOLDINGS INC","Financials","Equity","18,898,948.28","0.01","18,898,948.28","782,705.00","24.15","Japan","Tokyo Stock Exchange","JPY"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","18,811,120.06","0.01","18,811,120.06","386,186.00","48.71","United States","New York Stock Exchange Inc.","USD"
